price,ret_1d,adv_rm,zscore_5d,realized_vol,above_ma50,momentum_6m,momentum_1m,momentum_2w,momentum_1w,name,tv_symbol,sector
0.505,0.0,1551712.625,0.4244314770079139,0.44026409409667216,True,-0.3602941176470589,0.16091954022988508,0.1477272727272727,0.02020202020202011,Cloudpoint Technology Bhd,CLOUDPT,Technology Services
5.71,0.0017543859649122862,1426023.4,0.07160042933081699,0.15366681053029715,False,-0.04753820033955847,0.017825311942959,0.017825311942959,-0.0017482517482516613,AEON Credit Service (M) Bhd.,AEONCR,Finance
0.82,0.01863354037267073,1567136.675,0.6252146722453918,0.7169413690183759,True,-0.3229813664596273,0.5045871559633026,0.5185185185185184,0.09333333333333327,Theta Edge Bhd.,THETA,Technology Services
1.27,0.024193548387096753,5712025.15,0.03070074678529762,0.516208357132663,True,0.5599999999999998,0.08547008547008561,0.040983606557376984,0.03252032520325199,Guan Chong Bhd.,GCB,Consumer Non-Durables
0.75,0.020408163265306145,7028114.85,1.0515305420817966,0.7399290191114393,True,0.9365079365079365,0.2295081967213115,0.3157894736842106,0.11111111111111094,Oppstar Berhad,OPPSTAR,Electronic Technology
2.42,0.0,48077906.15,-0.8219992934900232,0.47942560952315816,True,0.18579234972677594,0.11520737327188946,0.10502283105022836,-0.039682539682539764,Inari Amertron Berhad,INARI,Electronic Technology
3.06,-0.006493506493506551,1679729.4,-0.1656238091753421,0.3552207855737673,True,0.08178438661710041,0.05154639175257736,0.020000000000000018,0.00990099009900991,Spritzer Bhd.,SPRITZER,Consumer Non-Durables
2.05,0.0,6856900.1,0.3422579840321772,0.43643923575556626,True,0.3529411764705881,-0.009661835748792313,0.04060913705583746,0.01990049751243772,Hibiscus Petroleum Bhd.,HIBISCS,Energy Minerals
0.8,0.019108280254777066,1500939.725,1.5210960221620549,0.1960292652736991,True,0.020000000000000018,0.045751633986928164,0.025641025641025772,0.032258064516129004,Leong Hup International Bhd.,LHI,Process Industries
5.97,0.006745362563237878,2010688.4,0.38703016181531535,0.23223570450299236,True,0.3593380614657209,0.03826086956521735,0.027538726333907082,0.018771331058020424,Ta Ann Holdings Bhd.,TAANN,Non-Energy Minerals
1.02,0.00990099009900991,1509300.8,0.09536021128330717,0.21699369989694087,False,-0.01851851851851849,-0.037735849056603765,-0.019230769230769273,-0.009708737864077666,AEON Co. (Malaysia) Bhd.,AEON,Retail Trade
0.73,-0.013513513513513487,2523230.575,1.8308949568918005,0.5042001055397205,True,,0.2920353982300885,0.13178294573643412,0.140625,ISF Group Berhad,ISF,Distribution Services
0.245,-0.05769230769230771,12544944.65,0.05608759557915645,2.134345296395676,False,-0.7276422764227641,-0.26865671641791056,-0.09259259259259267,-0.020000000000000018,Tanco Holdings Bhd.,TANCO,Finance
0.745,-0.00666666666666671,4675432.25,0.32354346983369364,0.47611181330480784,True,0.14285714285714302,0.09558823529411753,0.0875912408759123,0.04195804195804209,CBH Engineering Holding Berhad,CBHB,Utilities
4.5,0.0,20237127.55,-0.9564586488310729,0.2026111177883901,True,0.1393034825870647,-0.017467248908296984,0.02505694760820054,-0.015317286652078876,IOI Corporation Berhad,IOICORP,Process Industries
0.375,-0.013157894736842146,1252816.9,1.139722057512964,0.4665515072425243,True,-0.3398058252427184,0.10294117647058809,0.11940298507462677,0.0714285714285714,Edelteq Holdings Bhd,EDELTEQ,Electronic Technology
0.305,-0.031746031746031744,1284367.7,2.1990302389139975,0.7951751232569615,True,0.06382978723404253,0.21999999999999997,0.38636363636363624,0.24489795918367352,TT Vision Holdings Bhd.,TTVHB,Electronic Technology
0.855,0.00588235294117645,1107140.65,0.43306037370013484,0.09909753633420544,True,-0.06666666666666676,0.017857142857142794,-0.02285714285714291,0.00588235294117645,KIP Real Estate Investment Trust,KIPREIT,Finance
0.57,-0.008695652173913104,11058037.175,-0.17813188733916258,0.4601321161234996,True,-0.17355371900826444,0.1399999999999999,0.036363636363636154,0.0,SNS Network Technology Bhd.,SNS,Technology Services
1.06,0.03921568627450989,2490808.35,2.644828998969618,0.3637227418459962,True,0.08108108108108114,0.32499999999999996,0.1910112359550562,0.16483516483516492,WTK Holdings Bhd.,WTK,Non-Energy Minerals
1.18,-0.008403361344537785,4114957.5,0.026335468035467754,0.5477600175486184,True,0.7213114754098362,0.12380952380952381,0.03508771929824572,0.026086956521739202,Coraza Integrated Technology Bhd,CORAZA,Producer Manufacturing
0.98,-0.005076142131979711,8985045.075,0.2042368310191797,0.41365844510778915,False,0.020408163265306145,-0.020000000000000018,-0.020000000000000018,-0.010101010101010055,Hartalega Holdings Bhd.,HARTA,Producer Manufacturing
19.46,0.005165289256198413,6843235.8,0.22052653464467012,0.24944653417987778,True,-0.02894211576846295,0.0,0.0010288065843622185,0.006204756980351611,Petronas Dagangan Bhd.,PETDAG,Distribution Services
1.14,0.036363636363636154,2703689.325,1.2231725795336728,0.4530798693360547,True,-0.4676258992805755,0.5405405405405403,0.1875,0.11764705882352922,KJTS Group Berhad,KJTS,Commercial Services
5.1,-0.005847953216374324,116542980.95,-0.8541445417826734,0.1690045844529732,True,0.16926503340757226,-0.028571428571428692,-0.019230769230769384,-0.015444015444015413,Public Bank Bhd,PBBANK,Finance
47.0,-0.010526315789473717,13333957.7,-0.5427790089859615,0.4181408104812571,True,0.3333333333333335,0.0879629629629628,0.021295089091699193,-0.020425177157148755,Malaysian Pacific Industries Bhd.,MPI,Electronic Technology
0.38,0.027027027027026973,2641187.325,2.0135797046867063,0.17628287555443953,True,0.17741935483870974,0.041095890410958846,0.041095890410958846,0.041095890410958846,JAG Berhad,JAG,Industrial Services
8.08,-0.0024691358024691024,15854940.0,-0.16868379198263578,0.16430595635661063,True,0.046052631578947345,0.01635220125786163,-0.0012360939431396156,-0.0036991368680640013,MISC Bhd,MISC,Transportation
3.75,0.013513513513513375,7938169.05,0.6566455974737024,0.32179042560370047,True,-0.09230769230769231,0.05932203389830515,0.024590163934426146,0.024590163934426146,Maxis Bhd.,MAXIS,Communications
0.815,0.0,2340895.675,2.0088300874793377,0.4291867613421254,True,-0.14942528735632188,0.10135135135135132,0.13194444444444442,0.13194444444444442,Aurelius Technologies Bhd.,ATECH,Electronic Technology
2.19,-0.009049773755656076,1395036.15,-0.36131757255927366,0.49313129118212917,True,0.26206896551724146,0.19672131147540983,0.11167512690355319,0.0,Scicom (MSC) Bhd.,SCICOM,Commercial Services
3.03,-0.009803921568627527,16798389.5,-0.6689705501773396,0.19962193757043953,False,0.1977611940298507,-0.05607476635514019,-0.013029315960912058,-0.022580645161290436,KPJ Healthcare Bhd.,KPJ,Health Services
2.74,0.00366300366300365,3162951.65,0.5559065975279509,0.23449713034915404,True,-0.10294117647058831,0.12295081967213117,0.0745098039215688,0.037878787878787845,Kerjaya Prospek Group Berhad,KERJAYA,Industrial Services
4.53,0.006666666666666821,24675757.75,0.5805051250246699,0.6054685101703515,False,0.47812500000000013,-0.04228329809725162,-0.017353579175705014,0.02954545454545454,PETRONAS Chemicals Group Bhd.,PCHEM,Process Industries
2.23,0.013636363636363447,5961690.75,0.08675098007961936,0.4039200135296124,False,-0.1779359430604982,-0.03463203463203468,-0.008888888888888946,0.0,Farm Fresh Bhd.,FFB,Consumer Non-Durables
0.36,0.014084507042253502,5429571.125,-0.3661695768658701,0.8032043590815587,True,1.2857142857142856,0.125,0.0,0.014084507042253502,SFP Tech Holdings Bhd,SFPTECH,Industrial Services
2.19,0.0,10141218.95,1.1744984757894121,0.20761940496268963,False,-0.046025104602510636,-0.039473684210526216,-0.009049773755656076,0.018604651162790642,Sunway Real Estate Investment Trust,SUNREIT,Finance
0.765,0.006578947368421018,2818424.55,1.0683147858888737,0.11285117883685417,True,0.31192660550458706,0.06993006993007,0.03378378378378377,0.020000000000000018,Solar District Cooling Group Bhd.,SDCG,Industrial Services
0.27,0.17391304347826098,1712940.475,1.5198875736908475,0.6266707859656502,True,0.11111111111111116,0.3500000000000001,0.10204081632653073,0.12500000000000022,ICT Zone Asia Bhd.,ICTZONE,Technology Services
18.68,0.0,1604184.6,0.49425237555277446,0.12309728766217615,True,-0.02789256198347101,-0.007438894792773709,0.008639308855291628,0.005382131324004336,Hong Leong Financial Group Bhd.,HLFG,Finance
0.605,0.008333333333333304,6025101.325,-0.8123024769563291,0.4158985328375675,True,-0.045454545454545525,-0.039682539682539764,0.0,-0.047244094488189003,UEM Sunrise Bhd.,UEMS,Finance
0.18,0.028571428571428692,2918730.175,0.3581447753211639,0.40350763444793103,True,0.26923076923076916,0.09090909090909083,0.0588235294117645,0.028571428571428692,Land & General Bhd.,L&G,Finance
