price,ret_1d,adv_rm,zscore_5d,realized_vol,above_ma50,momentum_6m,momentum_1m,momentum_2w,momentum_1w,name,tv_symbol,sector
5.6,-0.005328596802841923,1918658.25,0.10794287417483543,0.15901892854872035,False,0.048387096774193505,-0.042735042735042694,-0.008849557522124019,-0.003558718861210064,AEON Credit Service (M) Bhd.,AEONCR,Finance
1.2,0.008403361344537785,8304869.2,-0.8277348735862544,0.5006650805650517,True,0.4437086092715232,0.10091743119266039,0.034482758620689724,-0.008264462809917328,Guan Chong Bhd.,GCB,Consumer Non-Durables
0.54,-0.0357142857142857,4514412.05,-0.6452608753220442,1.8845401441666825,False,0.6849315068493151,-0.12195121951219501,-0.08474576271186429,-0.1359999999999999,Oppstar Berhad,OPPSTAR,Electronic Technology
2.17,-0.026905829596412634,32064995.2,-0.9830006983863656,0.4482766469865838,False,0.25698324022346375,-0.03555555555555556,0.0,-0.05652173913043479,Inari Amertron Berhad,INARI,Electronic Technology
2.89,-0.0034482758620688614,1089970.7,-0.19758146806031737,0.35355762109241856,True,0.05109489051094873,0.003472222222222321,0.0,0.0,Spritzer Bhd.,SPRITZER,Consumer Non-Durables
1.94,-0.02020202020202022,7365293.3,-0.8913337752575958,0.4452147621950475,False,0.21621621621621623,0.07777777777777772,-0.058252427184466105,-0.05365853658536579,Hibiscus Petroleum Bhd.,HIBISCS,Energy Minerals
0.77,0.006535947712418277,1201892.675,-0.13397381186637447,0.2499261285839075,True,0.07042253521126773,0.013157894736842035,-0.006451612903225823,0.0,Leong Hup International Bhd.,LHI,Process Industries
5.82,0.0,2271747.2,-0.10091231737856601,0.2422433610637465,True,0.27669902912621347,0.10646387832699622,0.001721170395869276,0.0034482758620690834,Ta Ann Holdings Bhd.,TAANN,Non-Energy Minerals
1.07,0.0,1467073.05,-0.05916864545378993,0.24555565050153283,False,-0.01869158878504673,0.01904761904761898,0.009433962264151052,-0.0092592592592593,AEON Co. (Malaysia) Bhd.,AEON,Retail Trade
0.26,0.061224489795918435,38648145.825,-0.410552090965759,2.1252386402550156,False,-0.8739130434782609,0.7931034482758623,-0.17460317460317454,-0.17460317460317454,Tanco Holdings Bhd.,TANCO,Finance
0.665,-0.02919708029197088,5234795.4,-1.3309837158305236,0.5174059545994377,True,0.5542168674698795,0.03100775193798455,-0.08275862068965512,-0.0699300699300699,CBH Engineering Holding Berhad,CBHB,Utilities
4.37,-0.017977528089887618,13191498.35,-1.0878506490400985,0.19740625077866214,True,0.034146341463414887,0.030660377358490587,-0.03104212860310418,-0.028888888888888853,IOI Corporation Berhad,IOICORP,Process Industries
0.875,0.005747126436781658,1186122.875,4.119419152825242,0.08688504566939245,True,-0.0561797752808989,0.04166666666666674,0.04166666666666674,0.04166666666666674,KIP Real Estate Investment Trust,KIPREIT,Finance
0.54,-0.0357142857142857,6082909.725,0.5963819110151566,0.49929388093781746,True,-0.01941747572815533,0.06930693069306937,0.11340206185567014,0.04854368932038833,SNS Network Technology Bhd.,SNS,Technology Services
0.9,-0.027027027027027084,1681840.85,1.610095030348064,0.3242608071758536,True,0.14925373134328357,0.16883116883116878,0.10429447852760743,0.09090909090909105,WTK Holdings Bhd.,WTK,Non-Energy Minerals
1.06,-0.036363636363636376,3844627.625,-0.8960867733923855,0.6013842915569156,True,0.7909090909090908,0.07614213197969555,0.06000000000000005,-0.02752293577981657,Coraza Integrated Technology Bhd,CORAZA,Producer Manufacturing
0.23,0.022222222222222143,1095889.675,0.22187542033950547,0.6318396871194873,False,-0.26086956521739124,-0.0980392156862745,0.022222222222222143,0.0,Malton Bhd.,MALTON,Finance
0.98,0.010309278350515427,5302675.575,-0.14462192924965436,0.44012797294112854,False,-0.01980198019801982,-0.010101010101010055,-0.005076142131979711,-0.020000000000000018,Hartalega Holdings Bhd.,HARTA,Producer Manufacturing
19.2,-0.0010405827263266776,6928270.2,-0.25027154431877513,0.2996820400868217,True,-0.026887280248190204,0.02019128586609975,-0.006211180124223614,-0.015384615384615441,Petronas Dagangan Bhd.,PETDAG,Distribution Services
5.19,0.0019305019305020377,131016176.7,-0.34123663248803265,0.18351734134534048,True,0.08616780045351469,0.08350730688935282,0.027722772277227747,-0.0019230769230769162,Public Bank Bhd,PBBANK,Finance
44.0,-0.04472427268779855,13399628.0,-1.4067699934903464,0.4640556910323237,False,0.5154320987654322,-0.10386965376782076,-0.009009009009009028,-0.060631938514090544,Malaysian Pacific Industries Bhd.,MPI,Electronic Technology
0.355,-0.01388888888888895,2417414.3,-0.8888880414265867,0.16980362787244935,False,0.180327868852459,-0.01388888888888895,-0.0273972602739726,-0.01388888888888895,JAG Berhad,JAG,Industrial Services
8.09,-0.003694581280788145,12727542.25,0.4725330406017785,0.1895165566217292,True,0.03443708609271523,0.035851472471190915,0.004968944099378758,0.009987515605493158,MISC Bhd,MISC,Transportation
3.57,0.005633802816901401,7544300.75,-0.12617051120019143,0.3191893300644476,True,-0.12276214833759591,0.04081632653061207,0.0,-0.0027932960893854997,Maxis Bhd.,MAXIS,Communications
1.9,-0.020618556701030966,1073553.3,0.7955333652623696,0.4817420677865103,True,0.34883720930232553,0.09195402298850563,0.0439560439560438,0.05555555555555558,Scicom (MSC) Bhd.,SCICOM,Commercial Services
3.15,0.0,12569545.15,-0.09786954167534515,0.2196322377481337,False,0.25,-0.03076923076923077,-0.01562500000000011,-0.006309148264984188,KPJ Healthcare Bhd.,KPJ,Health Services
2.52,0.008000000000000007,1763183.8,1.5593797879915479,0.27489416250950544,True,-0.11678832116788329,0.04132231404958686,0.06329113924050622,0.06329113924050622,Kerjaya Prospek Group Berhad,KERJAYA,Industrial Services
4.62,-0.027368421052631597,29581698.45,-0.005686493188098598,0.643083990828777,False,0.1281337047353761,0.14074074074074083,-0.035490605427974886,-0.008583690987124526,PETRONAS Chemicals Group Bhd.,PCHEM,Process Industries
2.26,0.013452914798206095,2817497.9,-0.7026923031506861,0.4120527663681103,False,-0.18439716312056742,-0.017391304347826098,0.004444444444444251,-0.0382978723404257,Farm Fresh Bhd.,FFB,Consumer Non-Durables
0.335,-0.05633802816901401,5780033.6,-0.7238088030044928,1.0296468596956487,True,1.0344827586206895,0.13559322033898313,0.17543859649122817,-0.014705882352941235,SFP Tech Holdings Bhd,SFPTECH,Industrial Services
2.26,0.008928571428571175,9578897.3,0.33837706539984214,0.2174150478864304,False,-0.00454545454545463,0.031963470319634535,0.008928571428571175,0.004444444444444251,Sunway Real Estate Investment Trust,SUNREIT,Finance
0.735,0.006849315068493178,2601550.35,0.49670141252253025,0.12184863674164173,True,0.19658119658119655,0.050000000000000044,0.050000000000000044,0.01379310344827589,Solar District Cooling Group Bhd.,SDCG,Industrial Services
0.24,-0.020408163265306145,1455394.55,2.853110329762638,0.4860338061773309,True,0.06060606060606055,0.37142857142857144,0.1707317073170731,0.19999999999999996,ICT Zone Asia Bhd.,ICTZONE,Technology Services
18.5,0.0010822510822510178,1572708.8,0.4989890418920756,0.12299826066205512,False,0.025555555555555554,0.0021668472372697867,-0.015957446808510634,0.0032537960954446277,Hong Leong Financial Group Bhd.,HLFG,Finance
0.58,-0.016949152542372947,8300330.05,-1.0249640032340377,0.451094417689836,False,0.017699115044247815,0.008695652173912993,-0.07936507936507942,-0.07200000000000006,UEM Sunrise Bhd.,UEMS,Finance
0.165,0.0,2849437.8,-0.2726742757299538,0.4502150813970684,True,0.1923076923076923,0.06451612903225823,0.0,0.0,Land & General Bhd.,L&G,Finance
1.59,-0.01851851851851849,4629269.0,-1.4415141951526058,0.32963656345451403,False,0.0060606060606061,-0.04216867469879504,-0.09659090909090906,-0.07017543859649111,Dayang Enterprise Holdings Bhd.,DAYANG,Industrial Services
0.515,-0.028301886792452824,1116455.4,-1.1287766309879572,0.47739211790265,True,-0.07216494845360821,0.14444444444444438,0.01980198019801982,-0.05504587155963303,UUE Holdings Berhad,UUE,Industrial Services
17.62,-0.004519774011299327,6429028.5,0.8145889579084388,0.1570949754209378,True,-0.020270270270270396,0.012643678160919603,-0.014541387024608388,0.012643678160919603,Petronas Gas Bhd.,PETGAS,Utilities
0.9,-0.01098901098901095,2760622.35,-0.18574529708308044,0.38156852529142143,False,0.2088607594936709,-0.05759162303664911,-0.021739130434782594,-0.016393442622950838,S P Setia Bhd.,SPSETIA,Finance
