price,ret_1d,adv_rm,momentum_6m,momentum_2w,zscore_5d,realized_vol,above_ma50,name,tv_symbol,sector
1.27,-0.0078125,1327792.4,-0.03100775193798455,-0.03053435114503822,-0.038480883514552235,0.2321205074643613,False,Magnum Berhad,MAGNUM,Consumer Services
2.02,-0.014634146341463317,13905776.2,-0.23076923076923084,-0.03809523809523818,-0.39042219822815305,0.31895280611875704,False,Axiata Group Bhd.,AXIATA,Communications
0.2,0.025641025641025772,1779504.25,-0.06976744186046502,-0.024390243902438935,0.5036431496584081,0.28357496775270097,False,Enproserve Group Bhd.,ENPRO,Consumer Services
9.6,0.004184100418409997,3473538.2,0.009980039920159722,0.010526315789473717,0.6826042467776302,0.27180867739352005,False,PPB Group Bhd.,PPB,Process Industries
1.46,-0.006802721088435382,4112338.6,0.5108695652173911,-0.03947368421052633,-0.9600425160509108,0.5464006180952409,True,Insights Analytics Berhad,IAB,Technology Services
1.76,0.023255813953488413,3609124.85,0.4074090233214711,0.04761904761904767,-0.33266728714688676,0.5555169124165189,False,VSTECS Bhd.,VSTECS,Technology Services
1.68,0.0181818181818183,13079910.9,0.13013698630136994,0.012048192771084265,-0.2984632559226283,0.36192319083272706,True,MR. D.I.Y. Group (M) Bhd.,MRDIY,Distribution Services
0.27,-0.018181818181818188,2074464.95,0.29268292682926833,0.03846153846153855,-0.008567288487060011,0.3631714989774295,True,Reservoir Link Energy Bhd,RL,Industrial Services
0.65,0.0,1730042.85,-0.1779141104294477,-0.05797101449275355,-1.0904046856006973,0.38367482346392456,False,CHEEDING Holdings Bhd,CHEEDING,Industrial Services
0.625,0.0,1529085.7,0.17283950617283939,0.09649122807017552,-0.5864384477247107,0.5194015608858437,True,Icents Group Holdings Berhad,ICENTS,Commercial Services
1.84,-0.005405405405405461,2448778.9,0.36184210526315774,-0.03157894736842093,-0.42313985699976,0.38703723507184173,False,Malaysia Smelting Corp. Bhd.,MSC,Producer Manufacturing
0.335,0.09836065573770503,1091744.05,-0.03703703703703709,0.13559322033898313,2.4520295457543613,0.513416964471168,True,ES Sunlogy Berhad,SUNLOGY,Industrial Services
0.21,0.0,1106709.025,-0.32203389830508466,0.04999999999999982,1.2022838136099263,0.4488295874322431,True,Ekovest Bhd.,EKOVEST,Industrial Services
7.75,-0.008951406649616356,68110382.75,-0.02547770700636931,0.018396846254927768,0.16682591589036733,0.20194129955215645,True,CIMB Group Holdings Bhd,CIMB,Finance
0.33,0.03125,3005681.65,0.03333333333333344,0.04761904761904767,0.5220101778963779,1.1444662781094832,True,Genetec Technology Bhd.,GENETEC,Producer Manufacturing
0.78,-0.012658227848101222,1653037.275,0.07185628742514982,-0.03703703703703709,-0.5165128818078225,0.308123387978354,False,Malakoff Corporation Bhd,MALAKOF,Utilities
1.01,0.02020202020202011,4399725.275,0.3947368421052633,-0.09009009009009017,-0.19512293277919224,0.6076259058544439,False,Northeast Group Bhd,NE,Producer Manufacturing
0.56,0.009009009009008917,5753999.425,0.481012658227848,-0.0344827586206895,-2.4217000630603525,0.1901384681032147,False,Yew Lee Pacific Group Bhd.,YEWLEE,Producer Manufacturing
0.355,0.014285714285714235,2894214.775,0.06451612903225823,-0.01388888888888895,-0.44173322278553984,0.4082059496306087,True,Bumi Armada Bhd.,ARMADA,Industrial Services
4.78,-0.008298755186721962,10126746.9,0.03411513859275028,0.0,-0.9058363037653719,0.17523938832704258,False,Alliance Bank Malaysia Bhd.,ABMB,Finance
1.06,0.029126213592232997,3116983.0,-0.0940170940170939,0.019230769230769162,0.4518127175235338,0.4061872716232483,False,Kossan Rubber Industries Bhd.,KOSSAN,Producer Manufacturing
0.285,0.09615384615384603,1757027.225,-0.2753623188405796,0.1875,1.6507311180501287,0.6088506308771335,True,NEXG Bhd,NEXG,Electronic Technology
8.64,0.0,7515312.55,0.045949214026602236,-0.0011560693641617936,0.026844960238895994,0.14978768462969003,True,Bursa Malaysia Bhd.,BURSA,Finance
6.5,0.0,33045154.05,0.05853658536585349,0.0,-0.21857077784703255,0.14953482054658424,True,AMMB Holdings Bhd.,AMBANK,Finance
8.85,0.0,7227025.55,0.08551881413911055,-0.006734006734006814,-0.09311662161917941,0.18258571867934173,False,KLCC Property Holdings Bhd.,KLCC,Finance
0.305,-0.031746031746031744,1143779.4,0.3783783783783785,-0.0757575757575758,-0.8509546853103136,0.7028432790326467,True,ECA Integrated Solution Bhd,ECA,Electronic Technology
5.14,0.021868787276341894,2734851.35,0.21093750000000022,0.08668076109936562,-0.2868074167177886,0.2799364874001479,True,Sarawak Oil Palms Bhd.,SOP,Process Industries
5.9,0.010273972602739878,23970396.3,0.7506631299734747,-0.06349206349206338,-0.5984778822985952,0.5609442609424833,False,UWC Bhd.,UWC,Producer Manufacturing
0.915,0.0,3252114.925,-0.23412698412698418,0.016666666666666607,0.7432193221550806,0.3049976699355761,False,Oriental Kopi Holdings Bhd.,KOPI,Consumer Services
1.46,0.028169014084507005,1561201.45,-0.40892193308550184,-0.026666666666666727,-0.11997164590285193,0.5634291541951896,False,P.I.E. Industrial Bhd.,PIE,Electronic Technology
0.37,0.0,2446233.175,-0.013157894736842146,0.0,-0.3221297294681749,0.16791298949455077,True,Sunview Group Bhd,SUNVIEW,Industrial Services
1.14,0.04587155963302725,32913101.675,-0.20430107526881724,0.3411764705882352,2.3608256691390235,0.7909422993604877,True,Nationgate Holdings Berhad,NATGATE,Electronic Technology
0.61,0.008264462809917328,1059271.225,0.23469387755102034,-0.016129032258064502,-0.9148218855442828,0.46506331959462527,True,JF Technology Bhd.,JFTECH,Electronic Technology
5.64,0.0641509433962264,1222111.5,-0.08513708513708507,-0.010526315789473717,0.8907422461708115,0.21463002683003743,False,Panasonic Manufacturing Malaysia Bhd.,PANAMY,Consumer Durables
1.82,-0.010869565217391353,1115367.5,2.8125000000000004,0.011111111111111072,-0.44506639938340115,0.3322724285313065,True,Timberwell Bhd.,TIMWELL,Non-Energy Minerals
0.34,0.030303030303030276,1837551.925,0.4054054054054055,0.23636363636363633,0.1132503106388831,0.7510385439365069,True,Aemulus Holdings Bhd.,AEMULUS,Electronic Technology
0.72,-0.033557046979865834,59532905.775,-0.03105590062111807,-0.052631578947368474,-1.2975587606849066,0.3229616218298785,False,Zetrix AI Bhd,ZETRIX,Technology Services
3.9,0.0025706940874035134,8704744.85,-0.03797468354430389,0.018276762402088753,-0.08919245376332284,0.2284112691664506,True,QL Resources Bhd.,QL,Consumer Non-Durables
0.18,-0.027027027027027084,4138846.525,0.33333333333333326,-0.027027027027027084,0.15647052669348357,1.6349973723870956,False,Silver Ridge Holdings Bhd.,SRIDGE,Communications
