price,ret_1d,adv_rm,zscore_5d,realized_vol,above_ma50,momentum_6m,momentum_1m,momentum_2w,momentum_1w,name,tv_symbol,sector
0.465,-0.021052631578947323,1059225.95,1.2795992830138452,0.4383146931980331,True,-0.37956204379562053,0.09411764705882364,0.05681818181818188,0.06896551724137945,Cloudpoint Technology Bhd,CLOUDPT,Technology Services
5.74,0.008787346221441172,1960987.35,1.027642212087268,0.15312598294649127,False,0.01590106007067127,-0.0017391304347825765,0.025000000000000133,0.015929203539823078,AEON Credit Service (M) Bhd.,AEONCR,Finance
1.26,0.032786885245901676,7804806.95,0.3132914339651499,0.5192345197198256,True,0.4451612903225808,0.125,0.05882352941176472,0.050000000000000044,Guan Chong Bhd.,GCB,Consumer Non-Durables
0.625,0.0,3870444.35,0.23776817117442528,1.8632941083835963,True,0.7575757575757573,0.07758620689655182,0.050420168067226934,0.16822429906542058,Oppstar Berhad,OPPSTAR,Electronic Technology
2.45,0.016597510373443924,41310606.15,1.9155666631999588,0.47307328316685276,True,0.25287356321839094,0.12385321100917435,0.09865470852017943,0.1556603773584906,Inari Amertron Berhad,INARI,Electronic Technology
2.95,-0.013377926421404673,1365961.55,-0.26335653933530645,0.35722603026747096,True,0.08333333333333326,0.03146853146853168,0.03508771929824572,0.003401360544217802,Spritzer Bhd.,SPRITZER,Consumer Non-Durables
1.91,-0.00520833333333337,7956062.45,-0.5504569811168099,0.4308612730909418,False,0.33333333333333326,-0.04500000000000004,-0.0861244019138756,-0.03535353535353536,Hibiscus Petroleum Bhd.,HIBISCS,Energy Minerals
0.77,0.0,1307565.475,-0.2325717627831887,0.23600979240904318,True,0.06896551724137945,-0.006451612903225823,0.006535947712418277,0.0,Leong Hup International Bhd.,LHI,Process Industries
5.89,-0.006745362563237767,2491297.85,0.29238215802899065,0.23746461891841145,True,0.34134615384615374,0.05555555555555558,0.01903114186851207,0.01551724137931032,Ta Ann Holdings Bhd.,TAANN,Non-Energy Minerals
1.03,0.009803921568627416,1160251.8,-0.420120929322576,0.2291685618030024,False,-0.01869158878504673,-0.01904761904761909,-0.03738317757009346,-0.01904761904761909,AEON Co. (Malaysia) Bhd.,AEON,Retail Trade
0.255,0.0,38719137.9,0.20823086932679344,2.1300271902063495,False,-0.8377192982456141,0.3783783783783785,-0.05555555555555558,0.04081632653061229,Tanco Holdings Bhd.,TANCO,Finance
0.705,0.0071428571428571175,4240878.025,0.5021485068795137,0.5085295103344584,True,0.5326086956521738,0.0,0.014388489208633004,0.04444444444444429,CBH Engineering Holding Berhad,CBHB,Utilities
4.49,-0.01318681318681314,17920624.8,0.070580759540918,0.203447519671044,True,0.06650246305418728,0.036951501154734334,0.0067264573991032695,0.004474272930648837,IOI Corporation Berhad,IOICORP,Process Industries
0.85,-0.02298850574712641,1115182.625,-2.389448584511784,0.09972387396426198,True,-0.0722222222222223,0.017964071856287456,0.00591715976331364,-0.02857142857142858,KIP Real Estate Investment Trust,KIPREIT,Finance
0.545,0.0092592592592593,8534114.25,0.219874549835462,0.49777962358098976,True,-0.06862745098039225,0.14736842105263182,0.03809523809523818,0.028301886792452935,SNS Network Technology Bhd.,SNS,Technology Services
0.9,0.011235955056179803,1705715.475,-0.7437865355885755,0.3301244814518296,True,0.17985611510791366,0.09756097560975618,0.005586592178770999,-0.016393442622950838,WTK Holdings Bhd.,WTK,Non-Energy Minerals
1.16,0.008695652173912993,4393231.75,0.5672916954629902,0.5665457191745439,True,0.6754385964912282,0.2146596858638743,0.04504504504504481,0.06422018348623837,Coraza Integrated Technology Bhd,CORAZA,Producer Manufacturing
0.995,-0.0050000000000000044,6683226.925,-0.07496140260114781,0.44836483400948274,False,0.015306122448979664,0.0,0.005050505050504972,-0.014851485148514865,Hartalega Holdings Bhd.,HARTA,Producer Manufacturing
19.56,0.0010235414534287557,7113530.3,0.47424875217900486,0.2946623175485517,True,-0.008080808080808133,-0.004073319755600879,0.011375387797311287,0.018750000000000044,Petronas Dagangan Bhd.,PETDAG,Distribution Services
